SchoolID,SchoolName,Nickname,Address1,Address2,City,State,Province,ZipCode,Country,Phone,Phone_ext,Fax,SuperIntendentName,SuperIntendentEmail,Active,CreateDate,ModifyDate
505,CLARINDA ACADEMY,,,,CLARINDA,,,,,712-542-3103,,,,,,,
506,CLARION-GOLDFIELD,,,,CLARION,,,,,515-532-2895,,,,,,,
507,CLARION-GOLDFIELD 9TH,,,,CLARION,,,,,515-532-2895,,,,,,,
508,CLARKE COMMUNITY,,,,OSCEOLA,,,,,641-342-6505,,,,,,,
509,CLARKSVILLE,,,,CLARKSVILLE,,,,,319-278-4273,,,,,,,
510,CLAY CENTRAL-EVERLY,,,,ROYAL,,,,,712-834-2227,,,,,,,
511,CLAYTON RIDGE,,,,GUTTENBERG,,,,,563-252-2342,,,,,,,
512,CLEAR CREEK AMANA,,,,TIFFIN,,,,,319-545-2361,,,,,,,
513,CLEAR LAKE,,,,CLEAR LAKE,,,,,641-357-5235,,,,,,,
514,CLINTON,,,,CLINTON,,,,,563-243-7540,,,,,,,
515,CLINTON 9TH,,,,CLINTON,,,,,563-243-7540,,,,,,,
516,COLFAX-MINGO,,,,COLFAX,,,,,515-674-4111,,,,,,,
517,COLFAX-MINGO 9TH,,,,COLFAX,,,,,515-674-4111,,,,,,,
518,COLLINS-MAXWELL,,,,MAXWELL,,,,,515-387-1115,,,,,,,
519,COLO-NESCO,,,,COLO,,,,,641-377-2282,,,,,,,
520,COLUMBUS COMMUNITY,,,,COLUMBUS JUNCTION,,,,,319-728-2231,,,,,,,
521,COLUMBUS COMMUNITY 9TH,,,,COLUMBUS JUNCTION,,,,,319-728-2231,,,,,,,
522,COON RAPIDS-BAYARD,,,,COON RAPIDS,,,,,712-999-2208,,,,,,,
523,COON RAPIDS-BAYARD 9TH,,,,COON RAPIDS,,,,,712-999-2208,,,,,,,
524,CORNING,,,,CORNING,,,,,641-322-4242,,,,,,,
525,CORWITH-WESLEY-LUVERNE,,,,CORWITH,,,,,515-583-2304,,,,,,,
526,COUNCIL BLUFFS ABRAHAM LINCOLN,,,,COUNCIL BLUFFS,,,,,712-439-2925,,,,,,,
527,COUNCIL BLUFFS SAINT ALBERT,,,,COUNCIL BLUFFS,,,,,712-328-2316,,,,,,,
528,COUNCIL BLUFFS THOMAS JEFFERSON,,,,COUNCIL BLUFFS,,,,,712-328-6493,,,,,,,
529,CRESTON,,,,CRESTON,,,,,641-782-2116,,,,,,,
530,CRESTON 9TH,,,,CRESTON,,,,,641-782-2116,,,,,,,
531,CRESTWOOD,,,,CRESCO,,,,,319-547-2764,,,,,,,
532,DALLAS CENTER-GRIMES,,,,GRIMES,,,,,515-986-9747,,,,,,,
533,DANVILLE,,,,DANVILLE,,,,,319-392-4222,,,,,,,
534,DANVILLE 9TH,,,,DANVILLE,,,,,319-392-4222,,,,,,,
535,DAVENPORT ASSUMPTION,,,,DAVENPORT,,,,,563-326-5313,,,,,,,
536,DAVENPORT NORTH,,,,,,,,,,,,,,,,
537,DAVIS COUNTY,,,,BLOOMFIELD,,,,,641-664-2200,,,,,,,
538,DECORAH,,,,DECORAH,,,,,563-382-3643,,,,,,,
539,DECORAH 9TH,,,,DECORAH,,,,,563-382-3643,,,,,,,
540,DENISON,,,,DENISON,,,,,712-263-3101,,,,,,,
541,DENISON 9TH,,,,DENISON,,,,,712-263-3101,,,,,,,
542,DENVER,,,,DENVER,,,,,319-984-5639,,,,,,,
543,DES MOINES EAST,,,,DES MOINES,,,,,515-242-7788,,,,,,,
544,DES MOINES HOOVER,,,,DES MOINES,,,,,515-242-7300,,,,,,,
545,DES MOINES HOOVER 9TH,,,,DES MOINES,,,,,515-242-7300,,,,,,,
546,DES MOINES LINCOLN,,,,DES MOINES,,,,,515-242-7500,,,,,,,
547,DES MOINES LINCOLN 9TH,,,,DES MOINES,,,,,515-242-7500,,,,,,,
548,DES MOINES NORTH,,,,DES MOINES,,,,,515-242-7200,,,,,,,
549,DES MOINES NORTH 9TH,,,,DES MOINES,,,,,515-242-7200,,,,,,,
550,DES MOINES ROOSEVELT,,,,DES MOINES,,,,,515-242-7272,,,,,,,
551,DES MOINES ROOSEVELT 9TH,,,,DES MOINES,,,,,515-242-7272,,,,,,,
552,DIAGONAL,,,,DIAGONAL,,,,,641-734-5331,,,,,,,
553,DIKE-NEW HARTFORD,,,,DIKE,,,,,319-989-2485,,,,,,,
554,DIKE-NEW HARTFORD 9TH,,,,DIKE,,,,,319-989-2485,,,,,,,
555,DON BOSCO,,,,GILBERTVILLE,,,,,319-296-1692,,,,,,,
556,DOWLING CATHOLIC,,,,WEST DES MOINES,,,,,515-222-1035,,,,,,,
557,DUBUQUE HEMPSTEAD,,,,DUBUQUE,,,,,563-588-5160,,,,,,,
558,DUBUQUE HEMPSTEAD 9TH,,,,DUBUQUE,,,,,563-588-5160,,,,,,,
559,DUBUQUE SENIOR,,,,DUBUQUE,,,,,563-588-5253,,,,,,,
560,DUBUQUE WAHLERT ,,,,DUBUQUE,,,,,563-583-9771,,,,,,,
561,DUNKERTON,,,,DUNKERTON,,,,,319-822-4295,,,,,,,
562,DURANT,,,,DURANT,,,,,563-785-4431,,,,,,,
563,DURANT 9TH,,,,DURANT,,,,,563-785-4431,,,,,,,
564,EAGLE GROVE,,,,EAGLE GROVE,,,,,515-448-5143,,,,,,,
565,EARLHAM,,,,EARLHAM,,,,,515-758-2214,,,,,,,
566,EARLHAM 9TH,,,,EARLHAM,,,,,515-758-2214,,,,,,,
567,EAST BUCHANAN,,,,WINTHROP,,,,,319-935-3360,,,,,,,
568,EAST CENTRAL/PRESTON,,,,MILES,,,,,563-682-7510,,,,,,,
569,EAST GREENE,,,,GRAND JUNCTION,,,,,515-738-5741,,,,,,,
570,EAST MARSHALL,,,,LE GRAND,,,,,641-479-2785,,,,,,,
571,EAST MARSHALL 9TH,,,,LE GRAND,,,,,641-479-2785,,,,,,,
572,EAST UNION,,,,AFTON,,,,,641-347-8421,,,,,,,
573,EDDYVILLE-BLAKESBURG-FREMONT,,,,EDDYVILLE,,,,,641-969-4288,,,,,TRUE,,
574,EDGEWOOD-COLESBURG,,,,EDGEWOOD,,,,,563-928-6412,,,,,,,
575,EDGEWOOD-COLESBURG 9TH,,,,EDGEWOOD,,,,,563-928-6412,,,,,,,
576,SOUTH HARDIN,,,,ELDORA,0,,,,641-939-3421,,,,,FALSE,,
577,ELK HORN-KIMBALLTON,,,,ELK HORN,,,,,712-764-4616,,,,,,,
578,EMMETSBURG,,,,EMMETSBURG,,,,,712-852-2966,,,,,,,
579,EMMETSBURG 9TH,,,,EMMETSBURG,,,,,712-852-2966,,,,,,,
580,ENGLISH VALLEYS,,,,NORTH ENGLISH,,,,,319-664-3632,,,,,,,
581,ESSEX,,,,ESSEX,,,,,712-379-3114,,,,,,,
582,ESTHERVILLE LINCOLN CENTRAL,,,,ESTHERVILLE,,,,,712-362-2659,,,,,,,
583,ESTHERVILLE LINCOLN CENTRAL 9TH,,,,ESTHERVILLE,,,,,712-362-2659,,,,,,,
584,EXIRA,,,,EXIRA,,,,,712-268-5318,,,,,,,
585,FAIRFIELD,,,,FAIRFIELD,,,,,641-472-2059,,,,,,,
586,FARRAGUT,,,,FARRAGUT,,,,,712-385-8131,,,,,,,
587,FARRAGUT 9TH,,,,FARRAGUT,,,,,712-385-8131,,,,,,,
588,FOREST CITY,,,,FOREST CITY,,,,,641-585-2324,,,,,,,
589,FOREST CITY 9TH,,,,FOREST CITY,,,,,641-585-2324,,,,,,,
590,FOREST RIDGE SCHOOL,,,,ESTHERVILLE,,,,,(712)362-5608,,,,,,,
591,FORT DODGE,,,,FORT DODGE,,,,,515-574-5754,,,,,,,
592,FORT DODGE 9TH,,,,FORT DODGE,,,,,515-955-1770,,,,,,,
593,FORT DODGE SAINT EDMOND,,,,FORT DODGE,,,,,515-955-5850,,,,,,,
594,FORT MADISON,,,,FORT MADISON,,,,,319-372-1862,,,,,,,
595,FORT MADISON HOLY TRINITY,,2600 AVENUE A,,FORT MADISON,IA,,52627,,319-372-2486,,,,,FALSE,,
596,FREMONT-MILLS,,,,TABOR,,,,,712-629-2325,,,,,,,
597,FREMONT-MILLS 9TH,,,,TABOR,,,,,712-629-2325,,,,,,,
598,RIDGE VIEW,,,,HOLSTEIN,0,,,,712-368-2641,,,,,FALSE,,
599,GARNER-HAYFIELD,,,,GARNER,,,,,641-923-2632,,,,,,,
600,GARNER-HAYFIELD 9TH,,,,GARNER,,,,,641-923-2632,,,,,,,
601,GEORGE-LITTLE ROCK,,,,GEORGE,,,,,712-475-3311,,,,,,,
602,GEORGE-LITTLE ROCK 9TH,,,,GEORGE,,,,,712-475-3965,,,,,,,
603,GILBERT,,,,GILBERT,,,,,515-232-3738,,,,,,,
604,GILBERT 9TH,,,,GILBERT,,,,,515-232-3738,,,,,,,
605,GLADBROOK-REINBECK,,,,REINBECK,,,,,319-345-2921,,,,,,,
606,GLADBROOK-REINBECK 9TH,,,,REINBECK,,,,,319-345-2921,,,,,,,
607,GLENWOOD,,,,GLENWOOD,,,,,712-527-4897,,,,,,,
608,GLENWOOD 9TH,,,,GLENWOOD,,,,,712-527-4897,,,,,,,
609,GLENWOOD BUILDING BRIDGES,,,,GLENWOOD,,,,,712-527-3034,,,,,,,
610,GLIDDEN-RALSTON,,,,GLIDDEN,,,,,712-659-2205,,,,,,,
611,GLIDDEN-RALSTON 9TH,,,,GLIDDEN,,,,,712-659-2205,,,,,,,
612,GMG,,,,GARWIN,,,,,641-499-2005,,,,,,,
613,GMG 9TH,,,,GARWIN,,,,,641-499-2005,,,,,,,
614,G-T/R-A,,,,GRAETTINGER,,,,,712-859-3286,,,,,FALSE,,
615,GRAETTINGER 9TH,,,,GRAETTINGER,,,,,712-859-3286,,,,,,,
616,GRANDVIEW PARK BAPTIST,,,,DES MOINES,,,,,515-265-7579,,,,,,,
617,NORTH BUTLER,,,,GREENE,0,,,,641-816-5631,,,,,TRUE,,
618,GRINNELL,,,,GRINNELL,,,,,641-236-2720,,,,,,,
619,GRINNELL 9TH,,,,GRINNELL,,,,,641-236-2720,,,,,,,
620,GRISWOLD,,,,GRISWOLD,,,,,712-778-2154,,,,,,,
621,GRUNDY CENTER,,,,GRUNDY CENTER,,,,,319-825-5449,,,,,,,
622,ACGC,,,,GUTHRIE CENTER,,,,,641-332-2236,,,,,FALSE,,
623,HAMBURG,,,,HAMBURG,,,,,712-382-2703,,,,,,,
624,HAMPTON-DUMONT,,,,HAMPTON,,,,,641-456-4893,,,,,,,
625,HARLAN,,,,HARLAN,,,,,712-755-3101,,,,,,,
626,HARMONY,,,,FARMINGTON,,,,,319-592-3192,,,,,,,
627,HARMONY 9TH,,,,FARMINGTON,,,,,319-592-3192,,,,,,,
628,HARRIS-LAKE PARK,,,,LAKE PARK,,,,,712-832-3809,,,,,,,
629,HARTLEY-MELVIN-SANBORN,,,,HARTLEY,,,,,712-928-3406,,,,,,,
630,HIGHLAND,,,,RIVERSIDE,,,,,319-648-2891,,,,,,,
631,HIGHLAND 9TH,,,,RIVERSIDE,,,,,319-648-2891,,,,,,,
632,HINTON,,,,HINTON,,,,,712-947-4328,,,,,,,
633,HLV,,,,VICTOR,,,,,319-647-2161,,,,,,,
634,HUBBARD-RADCLIFFE,,,,HUBBARD,,,,,641-864-2211,,,,,,,
635,HUDSON,,,,HUDSON,,,,,319-988-4226,,,,,,,
636,HUMBOLDT,,,,HUMBOLDT,,,,,515-332-1430,,,,,,,
637,HUMBOLDT 9TH,,,,HUMBOLDT,,,,,515-332-2812,,,,,,,
638,IKM,,,,MANILLA,,,,,712-654-2852,,,,,,,
639,INDEPENDENCE,,,,INDEPENDENCE,,,,,319-334-7405,,,,,,,
640,INDIANOLA,,,,INDIANOLA,,,,,515-961-9510,,,,,,,
641,INDIANOLA 9TH,,,,INDIANOLA,,,,,515-961-9510,,,,,,,
642,INTERSTATE 35,,,,TRURO,,,,,641-765-4818,,,,,,,
643,INTERSTATE 35 9TH,,,,TRURO,,,,,641-765-4818,,,,,,,
644,IOWA CHRISTIAN ACADEMY,,,,WEST DES MOINES,,,,,515-221-3999,,,,,,,
645,IOWA CITY CITY,,,,IOWA CITY,,,,,319-688-1040,,,,,,,
646,IOWA CITY CITY 9TH,,,,IOWA CITY,,,,,319-339-6811,,,,,,,
647,IOWA CITY REGINA,,,,IOWA CITY,,,,,319-338-5436,,,,,,,
648,IOWA CITY REGINA 9TH,,,,IOWA CITY,,,,,319-338-5436,,,,,,,
649,IOWA CITY WEST,,,,IOWA CITY,,,,,319-688-1050,,,,,,,
650,IOWA CITY WEST 9TH,,,,IOWA CITY,,,,,319-688-1450,,,,,,,
651,IOWA FALLS,,,,IOWA FALLS,,,,,641-648-6440,,,,,,,
652,IOWA VALLEY,,,,MARENGO,,,,,319-642-3332,,,,,,,
653,JANESVILLE,,,,JANESVILLE,,,,,319-987-2581,,,,,,,
654,GREENE COUNTY,,,,JEFFERSON,0,,,,515-386-2188,,,,,FALSE,,
655,GREENE COUNTY 9TH,,,,JEFFERSON,0,,,,515-386-2188,,,,,FALSE,,
656,JESUP,,,,JESUP,,,,,319-827-1722,,,,,,,
657,JOHNSTON,,,,JOHNSTON,,,,,515-278-0449,,,,,,,
658,KEE,,,,LANSING,,,,,563-538-4201,,,,,,,
659,KEOKUK,,,,KEOKUK,,,,,319-524-2542,,,,,,,
660,KEOKUK 9TH,,,,KEOKUK,,,,,319-524-2542,,,,,,,
661,KEOTA,,,,KEOTA,,,,,641-636-3491,,,,,,,
662,KEOTA 9TH,,,,KEOTA,,,,,641-636-3491,,,,,,,
663,KINGSLEY-PIERSON,,,,KINGSLEY,,,,,712-378-2861,,,,,,,
664,KNOXVILLE,,,,KNOXVILLE,,,,,641-842-2173,,,,,,,
665,KUEMPER CATHOLIC,,,,CARROLL,,,,,712-792-3596,,,,,,,
666,KUEMPER CATHOLIC 9TH,,,,CARROLL,,,,,712-792-3596,,,,,,,
667,LAKE MILLS,,,,LAKE MILLS,,,,,641-592-0894,,,,,,,
668,LAKE MILLS 9TH,,,,LAKE MILLS,,,,,641-592-0894,,,,,,,
669,LAMONI,,,,LAMONI,,,,,641-784-3351,,,,,,,
670,LAURENS-MARATHON,,,,LAURENS,,,,,712-841-5000,,,,,,,
671,LAURENS-MARATHON 9TH,,,,LAURENS,,,,,712-841-5000,,,,,,,
672,LAWTON-BRONSON,,,,LAWTON,,,,,712-944-5181,,,,,,,
673,LE MARS COMMUNITY,,,,LE MARS,,,,,712-546-4153,,,,,,,
674,LEMARS GEHLEN,,,,LE MARS,,,,,712-546-4181,,,,,,,
675,LENOX,,,,LENOX,,,,,641-333-2244,,,,,,,
676,LENOX 9TH,,,,LENOX,,,,,641-333-2244,,,,,,,
677,LEWIS CENTRAL,,,,COUNCIL BLUFFS,,,,,712-366-8245,,,,,,,
678,LEWIS CENTRAL 9TH,,,,COUNCIL BLUFFS,,,,,712-366-8245,,,,,,,
679,LINEVILLE-CLIO,,,,LINEVILLE,,,,,641-876-5345,,,,,,,
680,LINN-MAR,,,,MARION,,,,,319-447-3040,,,,,,,
681,LISBON,,,,LISBON,,,,,319-455-2106,,,,,,,
682,LISBON 9TH,,,,LISBON,,,,,319-455-2106,,,,,,,
683,LOGAN-MAGNOLIA,,,,LOGAN,,,,,712-644-2250,,,,,,,
684,LONE TREE,,,,LONE TREE,,,,,319-629-4610,,,,,,,
685,LONE TREE 9TH,,,,LONE TREE,,,,,319-629-4610,,,,,,,
686,LOUISA-MUSCATINE,,,,LETTS,,,,,319-726-3421,,,,,,,
687,LYNNVILLE-SULLY,,,,SULLY,,,,,641-594-4445,,,,,,,
688,MADRID,,,,MADRID,,,,,515-795-3240,,,,,,,
689,MAHARISHI MIDDLE,,,,FAIRFIELD,,,,,641-472-9400,,,,,,,
690,MAHARISHI UPPER,,,,FAIRFIELD,,,,,641-472-9400,,,,,,,
691,MALVERN,,,,MALVERN,,,,,712-624-8645,,,,,,,
692,IKM-MANNING,,,,MANNING,0,,,,712-655-3781,,,,,FALSE,,
693,IKM-MANNING 9TH,,,,MANNING,0,,,,712-655-3781,,,,,FALSE,,
694,MANSON NORTHWEST WEBSTER,,,,MANSON,,,,,712-469-2245,,,,,,,
695,MANSON NORTHWEST WEBSTER 9TH,,,,MANSON,,,,,712-469-2245,,,,,,,
696,MAPLE VALLEY-ANTHON OTO,,,,MAPLETON,,,,,712-882-1317,,,,,,,
697,MAQUOKETA,,,,MAQUOKETA,,,,,563-652-2451,,,,,,,
698,MAQUOKETA 9TH,,,,MAQUOKETA,,,,,563-652-2451,,,,,,,
699,MAQUOKETA VALLEY,,,,DELHI,,,,,563-922-2091,,,,,,,
700,MAQUOKETA VALLEY 9TH,,,,DLEHI,,,,,563-922-2091,,,,,,,
701,MMCRU HIGH SCHOOL,,,,MARCUS,,,,,712-376-4172,,,,,FALSE,,
702,MMCRU 9TH HIGH SCHOOL,,,,MARCUS,,,,,712-376-4172,,,,,FALSE,,
703,MARION,,,,MARION,,,,,319-377-9891,,,,,,,
704,MARSHALLTOWN,,,,MARSHALLTOWN,,,,,641-754-1130,,,,,,,
705,MARSHALLTOWN 9TH,,,,MARSHALLTOWN,,,,,641-754-1130,,,,,,,
706,MARTENSDALE-ST MARYS,,,,MARTENSDALE,,,,,641-764-2486,,,,,,,
707,MASON CITY,,,,MASON CITY,,,,,641-421-4431,,,,,,,
708,MASON CITY NEWMAN 9TH,,,,MASON CITY,,,,,641-423-6939,,,,,,,
709,MASON CITY NEWMAN CATHOLIC,,,,MASON CITY,,,,,641-423-6939,,,,,,,
710,MAYNARD WEST CENTRAL,,,,MAYNARD,,,,,319-637-2283,,,,,,,
711,MEDIAPOLIS,,,,MEDIAPOLIS,,,,,319-394-3101,,,,,,,
712,MEDIAPOLIS 9TH,,,,MEDIAPOLIS,,,,,319-394-3101,,,,,,,
713,MELCHER-DALLAS,,,,MELCHER,,,,,641-947-3731,,,,,,,
